genre,title,duration,url
"공포, 스릴러",[2hours] 미스터리 서스펜스 스릴러 음악 BGM,2시간 2분 55초,https://www.youtube.com/watch?v=sMAl90ZkJHM
"공포, 스릴러","[브금브금] 모험 탐험 미스테리 추리소설 읽을 때, 쓸 때 과몰입 서스펜스브금",56분 59초,https://www.youtube.com/watch?v=Kbkk07ebJu4
"공포, 스릴러",[1Hour] 이곳에서 나가실 수 없습니다 ㅣ 호러소설 읽을 때 몰입도를 높여주는 BGM,1시간 1분 20초,https://www.youtube.com/watch?v=KRWJCC9IdEQ
"공포, 스릴러",[Playlist] The Quiet Beginning of a Crime | Mystery & Thriller Reading Music,2시간 44분 29초,https://www.youtube.com/watch?v=K6weIWIZXwk
"공포, 스릴러",𝙋𝙡𝙖𝙮𝙡𝙞𝙨𝙩 📚The Day of Salvation | A Thriller You Can’t Put Down | Instrumental Music for Reading,53분 20초,https://www.youtube.com/watch?v=3vxRR-xqiio
"공포, 스릴러","[Playlist] 공포, 스릴러 장르 웹소설 쓸 때, 읽을 때 듣는 음악 (BGM)",3시간 1분 51초,https://www.youtube.com/watch?v=ZzdGbqAuxpM
"공포, 스릴러","[𝙋𝙡𝙖𝙮𝙡𝙞𝙨𝙩] 소설 읽을 때, 글 쓸때 듣는 과몰입 플리 1시간 반복",1시간 1분 25초,https://www.youtube.com/watch?v=SLQ6eG5jlks
"공포, 스릴러",Ryan Choi - Dellage 1hour(신비스럽고 어두운 음악/글쓸때 듣기 좋은 음악/BGM),1시간 4분 24초,https://www.youtube.com/watch?v=r5QrJ23lxt8
"공포, 스릴러",𝙋𝙡𝙖𝙮𝙡𝙞𝙨𝙩 📚About a Certain Place in the Kinki Region | 😱🫣 Too Scary to Finish,1시간 12분 19초,https://www.youtube.com/watch?v=Y2bzr6NzGyM
"공포, 스릴러",[𝐩𝐥𝐚𝐲𝐥𝐢𝐬𝐭] 추리소설 읽을때 듣기 좋은 브금 | 미스터리 음악 |,35분 57초,https://www.youtube.com/watch?v=0E7x3BtouHg
